TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
350.94,Debit,Colorado Springs,ATM,20.0,Remaja,64.0,1.0,221.56,3,3
301.85,Debit,Columbus,Online,54.0,Lansia,25.000000000000004,1.0,6586.19,2,3
29.34,Debit,Louisville,Online,65.0,Paruh Baya,30.0,1.0,3944.82,1,0
231.71,Debit,Raleigh,Branch,27.0,Remaja,148.0,1.0,1127.98,3,2
179.43,Debit,Oklahoma City,ATM,58.0,Paruh Baya,244.0,1.0,2626.63,2,1
36.71,Debit,Jacksonville,Branch,48.0,Dewasa,55.0,1.0,6459.38,0,0
138.12,Credit,Los Angeles,Branch,53.0,Dewasa,281.0,1.0,1649.69,2,0
233.24,Debit,Louisville,ATM,33.0,Lansia,72.0,1.0,6939.23,3,0
609.14,Debit,Tucson,ATM,39.0,Lansia,177.0,1.0,9033.87,0,2
436.64,Debit,Los Angeles,Branch,31.0,Dewasa,111.0,1.0,14365.18,3,0
870.43,Debit,Los Angeles,Branch,29.0,Dewasa,55.0,1.0,10115.18,3,0
354.4,Debit,Chicago,ATM,74.0,Paruh Baya,128.0,1.0,7358.65,1,3
22.63,Debit,Kansas City,Online,53.0,Lansia,112.0,1.0,4438.03,2,0
182.19,Debit,Mesa,Branch,26.0,Remaja,53.00000000000001,1.0,1176.1,3,1
126.81,Debit,Philadelphia,Branch,26.0,Lansia,290.0,1.0,5427.98,3,1
288.17,Debit,Virginia Beach,Online,37.0,Lansia,50.00000000000001,1.0,3653.11,0,2
118.77,Debit,Atlanta,Branch,55.0,Lansia,123.0,1.0,2104.82,2,3
651.82,Debit,Indianapolis,ATM,21.0,Remaja,166.0,1.0,1802.77,3,0
66.65,Debit,Detroit,ATM,37.0,Lansia,33.0,1.0,3559.96,0,0
98.53,Debit,Denver,Branch,69.0,Paruh Baya,166.0,1.0,3564.8,1,3
138.95,Debit,Washington,Online,71.0,Paruh Baya,30.0,1.0,6752.92,1,2
33.89,Debit,Nashville,Branch,26.0,Remaja,177.0,1.0,1444.75,3,1
23.71,Debit,Atlanta,Branch,58.0,Dewasa,164.0,1.0,10788.89,2,3
26.06,Debit,San Diego,ATM,65.0,Dewasa,283.0,1.0,12893.63,1,2
17.07,Debit,Los Angeles,Branch,27.0,Lansia,44.0,1.0,2798.15,3,0
703.89,Debit,San Antonio,Online,46.0,Lansia,61.99999999999999,1.0,3583.67,0,2
26.55,Debit,Houston,ATM,77.0,Paruh Baya,228.0,1.0,3085.38,1,0
147.4,Debit,San Jose,Branch,42.0,Lansia,259.0,1.0,6797.71,0,2
202.11,Debit,Memphis,ATM,27.0,Remaja,18.0,1.0,746.47,3,1
308.42,Debit,Nashville,Branch,75.0,Paruh Baya,39.0,1.0,5427.81,1,1
11.18,Debit,Miami,ATM,53.0,Lansia,144.0,1.0,7467.300000000001,2,1
294.15,Debit,Fresno,Online,38.0,Lansia,136.0,1.0,6362.16,0,0
29.58,Debit,Colorado Springs,Branch,54.0,Lansia,119.42293906810038,1.0,8345.26,2,3
139.45,Debit,Boston,Online,27.0,Remaja,30.999999999999996,1.0,1305.76,3,3
432.63,Debit,Colorado Springs,ATM,29.0,Dewasa,137.0,1.0,13648.36,3,3
131.43,Debit,Charlotte,Online,43.0,Dewasa,65.0,1.0,1337.5,0,3
516.72,Debit,Mesa,ATM,42.0,Lansia,128.0,1.0,2015.6900000000003,0,1
374.5,Credit,San Francisco,Branch,26.0,Remaja,178.0,1.0,1671.51,3,2
166.13,Debit,Omaha,ATM,68.0,Dewasa,227.0,1.0,11822.53,1,1
626.9,Debit,Chicago,ATM,23.0,Remaja,146.0,1.0,587.1099999999999,3,3
466.85,Debit,Austin,Branch,56.0,Paruh Baya,165.0,1.0,5422.53,2,3
788.84,Debit,Phoenix,Online,58.0,Paruh Baya,231.0,1.0,1913.73,2,1
873.65,Credit,Oklahoma City,Online,37.0,Dewasa,59.00000000000001,1.1216216216216217,12139.83,0,1
525.28,Debit,Colorado Springs,ATM,69.0,Paruh Baya,134.0,1.0,4693.6,1,3
110.17,nan,Raleigh,ATM,30.0,Lansia,137.0,1.0,464.2,3,2
632.69,Debit,Denver,ATM,80.0,Paruh Baya,75.99999999999999,1.0,4363.74,1,3
124.35,Debit,Oklahoma City,ATM,72.0,Paruh Baya,90.0,1.0,3319.76,1,1
43.85,Debit,Fresno,ATM,62.0,Paruh Baya,122.0,1.0,4356.98,2,0
283.81,Debit,San Diego,Branch,28.0,Remaja,29.000000000000004,1.0,1519.35,3,2
168.53,Debit,San Francisco,ATM,71.0,Paruh Baya,112.0,1.0,5962.58,1,2
218.59,Credit,Denver,Branch,40.0,Lansia,123.0,1.0,6699.23,0,3
132.84,Debit,Oklahoma City,ATM,21.0,Remaja,143.0,1.0,822.73,3,1
157.37,Credit,Dallas,Branch,42.0,Dewasa,289.0,1.0,13964.31,0,3
144.77,Debit,Albuquerque,Online,20.0,Remaja,159.0,1.0,867.3199999999999,3,3
643.22,Debit,Atlanta,ATM,64.0,Dewasa,93.0,1.0,1035.86,2,3
208.07,Debit,Oklahoma City,Online,32.0,Dewasa,36.0,1.0,8478.9,3,1
94.3,Debit,Phoenix,Branch,57.0,Dewasa,57.0,1.1216216216216217,11088.95,2,1
295.5,Debit,Mesa,ATM,59.0,Paruh Baya,36.0,1.0,6280.66,2,1
30.229999999999997,Debit,Austin,ATM,44.0,Dewasa,99.0,1.0,481.13,0,3
112.05,Credit,Phoenix,ATM,26.0,Remaja,159.0,1.0,1122.88,3,1
180.24,Debit,Phoenix,Branch,58.0,Lansia,144.0,1.0,8431.23,2,1
13.71,Credit,Denver,Online,38.0,Lansia,148.0,1.0,8342.79,0,3
96.54,Debit,New York,Branch,58.0,Paruh Baya,95.0,1.0,7182.22,2,1
79.35,Debit,Los Angeles,Online,67.0,Paruh Baya,70.0,1.0,1692.15,1,0
101.04,Debit,San Antonio,ATM,27.0,Remaja,160.0,1.0,1695.57,3,2
74.42,Debit,El Paso,Online,49.0,Lansia,68.00000000000001,1.0,6264.21,0,0
39.66,Debit,Virginia Beach,Branch,52.0,Lansia,169.0,1.0,8497.34,2,2
99.36,Debit,Seattle,ATM,40.0,Dewasa,45.99999999999999,1.0,1272.12,0,2
123.85,Debit,Las Vegas,Online,56.0,Lansia,244.0,1.0,3959.62,2,0
426.93,Debit,Omaha,ATM,19.0,Remaja,247.99999999999997,1.0,476.18999999999994,3,1
133.73,Credit,San Jose,Online,25.0,Remaja,123.0,1.0,1872.2200000000003,3,2
222.39,Debit,Virginia Beach,Online,49.0,Lansia,73.0,1.0,3117.39,0,2
215.94,Credit,Virginia Beach,Online,22.0,Remaja,140.0,1.0,1841.69,3,2
826.23,Debit,Colorado Springs,ATM,29.0,Dewasa,209.0,1.0,7580.590000000001,3,3
297.65646754281164,Debit,Columbus,Online,35.0,Lansia,67.0,1.0,7936.91,0,3
131.46,Debit,Charlotte,Branch,67.0,Paruh Baya,258.0,1.0,6642.33,1,3
202.86,Credit,Memphis,Branch,61.0,Dewasa,149.0,1.0,7642.250000000001,2,1
268.39,Debit,Miami,ATM,26.0,Remaja,171.0,1.0,136.74,3,1
137.35,Credit,Sacramento,nan,40.0,Dewasa,220.0,1.0,12662.66,0,2
712.75,Debit,Philadelphia,Branch,44.0,Dewasa,25.000000000000004,1.0,8126.0599999999995,0,1
353.82,Debit,Milwaukee,ATM,42.0,Dewasa,143.0,1.0,705.7499999999999,0,1
507.25000000000006,Debit,Washington,Branch,44.67844382691544,Paruh Baya,143.0,1.0,5331.57,0,2
212.74,Debit,Seattle,Branch,27.0,Lansia,128.0,1.0,7645.469999999999,3,2
364.42,Debit,Colorado Springs,ATM,51.0,Lansia,146.0,1.0,8119.73,2,3
195.12,Debit,Louisville,ATM,46.0,Dewasa,144.0,1.0,6101.15,0,0
230.61,Debit,Raleigh,Branch,80.0,Paruh Baya,204.0,1.0,2561.42,1,2
739.28,Credit,Tucson,Branch,58.0,Dewasa,47.0,1.0,11905.64,2,2
390.35,Credit,Omaha,ATM,64.0,Dewasa,61.00000000000001,1.0,7095.88,2,1
242.03000000000003,Debit,Dallas,Online,58.0,Lansia,123.99999999999999,1.0,4382.73,2,3
242.39000000000001,Credit,San Antonio,ATM,18.0,Remaja,271.0,1.0,1328.73,4,2
135.03,Debit,San Francisco,ATM,23.0,Remaja,180.0,1.0,1278.0,3,2
193.54,Debit,Oklahoma City,Branch,80.0,Paruh Baya,267.0,1.0,2929.51,1,1
617.36,Debit,Kansas City,nan,29.0,Lansia,61.00000000000001,1.0,8926.38,3,0
775.23,Credit,Albuquerque,Online,59.0,Dewasa,37.99999999999999,1.0,5977.59,2,3
266.57,Debit,El Paso,ATM,72.0,Paruh Baya,100.00000000000001,1.0,7676.92,1,0
153.4,Debit,Mesa,ATM,45.0,Lansia,144.0,1.0,4657.7,0,1
946.94,Debit,Charlotte,Branch,53.0,Paruh Baya,251.0,1.0,5579.11,2,3
5.12,Debit,New York,Branch,34.0,Lansia,90.0,1.0,3293.01,0,1
119.11,Debit,Detroit,ATM,57.0,Lansia,131.0,1.0,7998.25,2,0
1096.7,Debit,Colorado Springs,Online,24.0,Remaja,147.0,1.0,1093.89,3,3
119.72,Debit,Tucson,Branch,30.0,Lansia,123.0,1.0,3435.34,3,2
107.4,Debit,Virginia Beach,Online,58.0,Dewasa,32.0,1.0,344.07,2,2
115.92,Debit,Raleigh,ATM,53.0,Paruh Baya,57.0,1.0,3897.17,2,2
438.04,Debit,Philadelphia,ATM,67.0,Paruh Baya,247.0,1.0,5358.95,1,1
677.29,Debit,Houston,Online,27.0,Lansia,287.0,1.0,627.79,3,0
296.0,Debit,Las Vegas,Branch,35.0,Dewasa,247.99999999999997,1.0,7418.82,0,0
299.09,Credit,Boston,Branch,36.0,Lansia,84.00000000000001,1.0,5615.26,0,3
461.52,Credit,Denver,Branch,24.0,Remaja,44.0,1.0,1995.1799999999998,3,3
100.52,Debit,Las Vegas,ATM,50.0,Lansia,110.0,1.0,453.39,2,0
85.35,Debit,Washington,ATM,66.0,Paruh Baya,166.0,1.0,2173.76,1,2
79.76,Debit,Raleigh,Branch,39.0,Lansia,170.0,1.0,6452.14,0,2
778.49,Credit,Omaha,Online,75.0,Paruh Baya,107.0,1.0,7713.67,1,1
386.38,Debit,Phoenix,Online,42.0,Lansia,135.0,1.0,5528.36,0,1
165.25,Debit,Sacramento,Online,35.0,Dewasa,106.0,1.0,9939.94,0,2
14.29,Debit,Los Angeles,ATM,34.0,Lansia,150.0,1.0,7016.99,0,0
232.79,Credit,Indianapolis,Branch,55.0,Paruh Baya,145.0,1.0,2661.3,2,0
92.29,Debit,Albuquerque,Branch,54.0,Lansia,115.0,1.1216216216216217,2026.3199999999997,2,3
293.97,Debit,Phoenix,Branch,68.0,Paruh Baya,153.0,1.0,7371.85,1,1
136.32,Debit,Miami,Online,19.0,Remaja,113.0,1.0,264.83,3,1
251.06,Debit,Colorado Springs,Online,36.0,Dewasa,34.0,1.0,10001.66,0,3
50.17,Credit,Sacramento,ATM,77.0,Paruh Baya,35.0,1.0,7752.140000000001,1,2
21.4,Debit,Fresno,Branch,34.0,Lansia,258.0,1.0,9594.11,0,0
73.28,Debit,Boston,Branch,21.0,Remaja,21.000000000000004,1.0,1329.41,3,3
70.23,Debit,Memphis,ATM,38.0,Dewasa,260.0,1.0,11624.93,0,1
689.29,Debit,El Paso,ATM,22.0,Remaja,100.00000000000001,1.0,168.84,3,0
745.03,Debit,Fort Worth,Online,28.0,Remaja,231.0,1.0,160.57,3,0
54.61,Debit,Milwaukee,ATM,58.0,Lansia,160.0,1.0,7135.64,2,1
54.05,Debit,Louisville,Branch,27.0,Remaja,146.0,1.0,469.13999999999993,3,0
107.47,Debit,Austin,Online,67.0,Paruh Baya,144.0,1.0,7517.499999999999,1,3
219.63,Debit,Charlotte,ATM,48.0,Dewasa,44.0,1.0,8013.63,0,3
188.7,Debit,New York,Branch,44.67844382691544,Paruh Baya,123.0,1.0,5077.06,0,1
93.52,Debit,Philadelphia,Online,51.0,Lansia,97.0,1.0,2791.2,2,1
275.92,Credit,Nashville,Branch,62.0,Paruh Baya,107.0,1.0,1777.38,2,1
376.79,Debit,Milwaukee,Branch,68.0,Paruh Baya,265.0,1.0,7749.14,1,1
8.98,Debit,Detroit,Online,66.0,nan,56.0,1.0,4516.76,1,0
697.32,Debit,Atlanta,Online,68.0,Paruh Baya,91.0,1.0,2016.0200000000002,1,3
17.45,nan,Omaha,ATM,18.0,Remaja,88.0,1.0,1959.52,4,1
442.74,Debit,San Diego,Branch,23.0,Remaja,136.0,1.0,1790.27,3,2
623.9,Debit,San Jose,ATM,27.0,Remaja,249.0,1.0,711.4699999999999,3,2
63.41,Debit,Fort Worth,ATM,26.0,Remaja,36.0,1.0,1546.22,3,0
346.85,Debit,Kansas City,ATM,44.0,Dewasa,88.0,1.0,7208.15,0,0
71.95,Credit,nan,Online,59.0,Lansia,53.00000000000001,1.0,9267.32,2,2
7.5,Debit,Dallas,Online,63.0,Paruh Baya,36.0,1.0,6485.78,2,3
206.46,Debit,Virginia Beach,ATM,65.0,Paruh Baya,279.0,1.0,3984.38,1,2
423.11,Debit,Columbus,ATM,60.0,Lansia,47.0,1.0,412.78,2,3
35.84,Credit,Colorado Springs,Online,54.0,Paruh Baya,172.0,1.0,4795.65,2,3
88.6,Credit,Raleigh,Branch,28.0,Remaja,105.0,1.0,246.57,3,2
53.81,Credit,Raleigh,ATM,55.0,Lansia,37.0,2.0,5113.438123505977,2,2
22.46,Debit,New York,Online,54.0,Paruh Baya,78.0,1.0,6631.5,2,1
334.89,Debit,Fort Worth,Online,21.0,Remaja,260.0,1.0,1661.68,3,0
319.27,Credit,Omaha,Online,54.0,Paruh Baya,59.00000000000001,1.0,5504.01,2,1
144.3,Debit,Oklahoma City,ATM,18.0,Remaja,88.0,1.0,312.19,4,1
348.7,Credit,Fresno,Branch,69.0,Paruh Baya,149.0,1.0,2445.58,1,0
366.21,Debit,Oklahoma City,ATM,62.0,Dewasa,181.0,1.0,10862.99,2,1
99.11,Debit,Philadelphia,Online,55.0,Paruh Baya,12.0,1.0,5414.87,2,1
539.35,Debit,Milwaukee,ATM,55.0,Paruh Baya,127.0,1.0,3919.4399999999996,2,1
188.99,Debit,Oklahoma City,Branch,58.0,Lansia,91.99999999999999,1.0,7315.34,2,1
710.14,Debit,El Paso,ATM,26.0,Remaja,227.0,1.0,465.62999999999994,3,0
308.68,Debit,Milwaukee,Online,53.0,Dewasa,170.0,1.0,9992.36,2,1
166.68,Debit,Mesa,ATM,57.0,Paruh Baya,139.0,1.0,5141.19,2,1
0.99,Debit,Los Angeles,ATM,44.67844382691544,Lansia,133.0,1.0,4317.85,0,0
66.58,Debit,Raleigh,Branch,23.0,Remaja,79.0,1.0,1636.32,3,2
223.43,Debit,Dallas,Branch,77.0,Paruh Baya,178.0,1.0,7932.410000000001,1,3
659.95,Debit,Detroit,Online,60.0,Lansia,114.0,1.0,3927.6900000000005,2,0
634.86,Debit,Chicago,ATM,27.0,Remaja,45.0,1.0,588.4999999999999,3,3
286.5,Credit,Boston,Branch,30.0,Lansia,60.00000000000001,1.0,8517.95,3,3
322.96,Credit,Philadelphia,Branch,76.0,Paruh Baya,168.00000000000003,1.0,2401.59,1,1
654.48,Debit,Columbus,Branch,19.0,Remaja,114.0,1.0,6776.41,3,3
157.97,Debit,Philadelphia,Branch,48.0,Dewasa,140.0,1.0,5529.92,0,1
120.90000000000002,nan,Tucson,Branch,40.0,Dewasa,52.00000000000001,1.0,9009.42,0,2
254.77,Debit,Denver,Branch,57.0,Lansia,57.0,1.0,5994.87,2,3
795.96,Debit,Raleigh,Online,65.0,Paruh Baya,119.0,1.0,5468.58,1,2
149.25,Debit,Omaha,ATM,39.0,Lansia,142.0,1.0,5677.52,0,1
3.42,Credit,San Antonio,nan,43.0,Dewasa,158.0,1.0,14180.21,0,2
68.19,Credit,Fresno,Online,40.0,Dewasa,189.0,1.0,9895.1,0,0
493.4200000000001,nan,Baltimore,Branch,39.0,Lansia,111.0,1.0,2232.84,0,3
37.57,Debit,El Paso,ATM,57.0,Paruh Baya,42.00000000000001,1.0,7739.54,2,0
96.89,Debit,nan,ATM,59.0,nan,53.00000000000001,1.0,6044.93,2,2
448.33,Debit,Atlanta,ATM,25.0,Remaja,161.0,1.0,922.19,3,3
1116.48,Debit,San Diego,ATM,51.0,Lansia,55.0,1.0,447.53,2,2
8.65,Debit,Las Vegas,Online,48.0,Dewasa,273.0,1.0,10778.35,0,0
65.57,Debit,Miami,Online,41.0,Lansia,82.0,1.0,5113.438123505977,0,1
539.81,Debit,San Francisco,Online,46.0,Lansia,177.0,1.0,2051.25,0,2
363.53,Debit,Kansas City,ATM,63.0,Paruh Baya,142.0,1.0,1038.91,2,0
64.9,Credit,Detroit,Branch,51.0,Paruh Baya,72.0,1.0,6854.61,2,0
358.18,Debit,Boston,ATM,18.0,Remaja,157.0,1.0,619.86,4,3
167.2,Debit,San Antonio,Branch,30.0,Dewasa,84.00000000000001,1.0,11320.83,3,2
121.90999999999998,Debit,Chicago,Branch,60.0,Dewasa,133.0,1.0,14510.8,2,3
137.57,Debit,Louisville,Online,54.0,Lansia,70.0,1.0,5103.67,2,0
534.62,Debit,Oklahoma City,Online,55.0,Dewasa,45.0,1.0,13793.53,2,1
463.92,Debit,Mesa,Online,50.0,Lansia,199.0,1.0,2403.39,2,1
320.14,Debit,Milwaukee,Online,60.0,Paruh Baya,96.0,1.0,3075.97,2,1
214.93,Debit,Albuquerque,Online,28.0,Remaja,52.00000000000001,1.0,7835.4,3,3
660.02,Debit,Nashville,Branch,20.0,Remaja,84.00000000000001,1.0,414.43,3,1
345.81,Debit,Raleigh,Branch,40.0,Lansia,135.0,1.0,6116.8,0,2
143.54,Debit,Philadelphia,ATM,71.0,Paruh Baya,80.0,1.0,6067.62,1,1
42.55,Debit,Seattle,Branch,53.0,Lansia,29.000000000000004,1.0,7341.43,2,2
1063.25,Credit,Omaha,Online,21.0,Remaja,128.0,1.0,1240.71,3,1
541.79,Debit,Mesa,ATM,22.0,Remaja,125.0,1.0,1454.08,3,1
40.57,Debit,Columbus,Branch,26.0,Remaja,63.0,1.0,1476.91,3,3
120.24000000000001,Debit,Milwaukee,Branch,18.0,Remaja,131.0,2.0,1943.1300000000003,4,1
498.66999999999996,Debit,Miami,Online,28.0,Remaja,244.0,1.0,1719.97,3,1
227.22,Debit,El Paso,ATM,53.0,Dewasa,220.0,1.0,832.82,2,0
56.94,Credit,Charlotte,Online,76.0,nan,74.0,1.0,7004.63,1,3
629.82,Debit,Colorado Springs,nan,68.0,Paruh Baya,159.0,1.0,6385.69,1,3
59.44,Debit,Chicago,Online,35.0,Lansia,176.0,1.0,5472.03,0,3
186.69,Debit,New York,Branch,30.0,Lansia,53.99999999999999,1.0,8602.22,3,1
230.46,Debit,Mesa,Online,19.0,Remaja,179.0,1.0,162.53,3,1
65.09,Credit,Seattle,Online,44.0,Lansia,159.0,1.0,9370.9,0,2
457.09,Credit,Nashville,Online,55.0,Lansia,63.0,1.0,8570.82,2,1
552.02,Credit,Chicago,ATM,44.0,Lansia,100.00000000000001,1.0,522.08,0,3
377.12,Debit,Houston,ATM,34.0,Lansia,61.00000000000001,1.0,836.6699999999998,0,0
204.56,Credit,San Diego,Branch,18.0,Remaja,179.0,1.0,364.72,4,2
420.28,Debit,Washington,Branch,35.0,Dewasa,144.0,1.0,8557.32,0,2
124.59,Debit,Charlotte,Branch,27.0,Remaja,171.0,1.0,129.29,3,3
73.88,Debit,Charlotte,Online,39.0,Dewasa,34.0,1.0,6474.41,0,3
77.43,Debit,Raleigh,Online,21.0,Remaja,169.0,1.0,5113.438123505977,3,2
245.93,Debit,Fresno,Branch,54.0,Lansia,172.0,1.0,7986.629999999999,2,0
622.41,Debit,Indianapolis,ATM,64.0,Dewasa,125.0,1.0,7322.01,2,0
43.73,Debit,Omaha,ATM,34.0,Dewasa,145.0,1.0,9929.43,0,1
2.03,Credit,Detroit,ATM,33.0,Lansia,28.0,1.0,3012.31,3,0
770.65,Debit,Jacksonville,Online,31.0,Dewasa,137.0,1.0,7198.8,3,0
260.31,Debit,Austin,Branch,63.0,Dewasa,113.0,1.0,10980.38,2,3
356.1,Credit,Fort Worth,Branch,26.0,Remaja,187.0,1.0,868.35,3,0
27.07,Credit,Virginia Beach,Branch,80.0,Paruh Baya,39.0,1.0,3773.2899999999995,1,2
119.89,Debit,Tucson,ATM,67.0,Dewasa,60.00000000000001,1.0,6697.77,1,2
106.39,Debit,Virginia Beach,Online,37.0,Dewasa,281.0,1.0,9410.99,0,2
12.04,Debit,Fort Worth,Online,37.0,Lansia,58.00000000000001,1.0,6213.32,0,0
365.7,Debit,Houston,Branch,21.0,Remaja,115.0,2.0,368.78,3,0
29.38,Credit,Baltimore,Branch,28.0,Remaja,63.0,1.0,1663.31,3,3
319.85,Debit,Denver,ATM,60.0,Dewasa,148.0,1.0,711.6599999999999,2,3
350.14,Credit,Los Angeles,Online,75.0,Paruh Baya,37.99999999999999,1.0,2403.25,1,0
163.94,Credit,Virginia Beach,Branch,52.0,Paruh Baya,73.0,1.0,5957.37,2,2
170.53,Debit,Oklahoma City,Branch,24.0,Remaja,58.00000000000001,1.0,801.01,3,1
262.22,Credit,Baltimore,ATM,40.0,Lansia,136.0,1.0,5711.71,0,3
41.49,Debit,Albuquerque,Online,24.0,Remaja,13.0,1.0,928.33,3,3
121.43,Credit,Sacramento,Branch,52.0,Lansia,243.0,1.0,7365.28,2,2
350.46,Debit,Nashville,Branch,51.0,Paruh Baya,165.0,1.0,5839.38,2,1
220.41,Credit,El Paso,Online,26.0,Lansia,155.0,1.0,5116.98,3,0
33.46,Debit,Seattle,ATM,72.0,Paruh Baya,111.0,1.0,3641.07,1,2
104.79,Debit,Denver,ATM,70.0,Dewasa,223.0,1.0,1352.19,1,3
246.27000000000004,Debit,Fresno,Online,29.0,Dewasa,141.0,1.0,7299.86,3,0
48.85,Debit,Dallas,ATM,19.0,Remaja,176.0,1.0,1503.56,3,3
332.0,Debit,Charlotte,ATM,69.0,Paruh Baya,17.0,1.0,5943.13,1,3
118.1,Debit,Memphis,Online,54.0,Lansia,167.0,1.0,895.6599999999999,2,1
84.59,Credit,Las Vegas,Branch,67.0,Dewasa,10.0,1.0,5669.1,1,0
295.64,Debit,Jacksonville,Online,21.0,Remaja,82.0,1.0,1061.96,3,0
514.33,Debit,Philadelphia,Branch,25.0,Remaja,160.0,1.0,1592.94,3,1
992.1700000000001,Debit,San Antonio,ATM,43.0,Dewasa,119.42293906810038,1.0,6215.96,0,2
94.59,Debit,Washington,Online,39.0,Dewasa,34.0,1.0,6171.89,0,2
80.43,Debit,Columbus,Branch,59.0,Paruh Baya,157.0,1.0,5987.67,2,3
54.25,Debit,Virginia Beach,Online,68.0,Dewasa,37.0,1.0,14783.33,1,2
518.85,Debit,Kansas City,Online,22.0,Remaja,82.0,1.0,1806.0,3,0
10.65,Debit,Louisville,Online,54.0,Dewasa,161.0,1.0,13240.72,2,0
198.62,Credit,Tucson,Branch,27.0,Remaja,84.00000000000001,1.0,1196.07,3,2
107.03,Debit,Miami,Branch,27.0,Remaja,73.0,1.0,1408.07,3,1
346.11,Debit,Dallas,Branch,41.0,Lansia,213.0,1.0,9551.64,0,3
138.06,Debit,Charlotte,Branch,44.0,Lansia,159.0,1.0,1070.47,0,3
158.02,Debit,New York,ATM,49.0,Lansia,120.0,1.0,9374.24,0,1
830.01,Credit,Chicago,Online,66.0,Paruh Baya,96.0,1.0,4253.18,1,3
435.5,Debit,Oklahoma City,ATM,55.0,nan,112.0,1.0,6981.03,2,1
110.49,Debit,Raleigh,Online,57.0,Dewasa,48.0,1.0,10483.93,2,2
329.4,Debit,Denver,Online,34.0,Dewasa,68.00000000000001,1.0,9588.07,0,3
635.4,Debit,Denver,ATM,47.0,Dewasa,106.0,1.0,1238.11,0,3
769.97,Debit,San Diego,Branch,22.0,Remaja,22.999999999999996,1.0,1244.93,3,2
175.07,Debit,Colorado Springs,Branch,26.0,Remaja,169.0,1.0,1040.25,3,3
7.31,Debit,Las Vegas,Branch,78.0,Paruh Baya,282.0,1.0,5757.67,1,0
175.15,Debit,Detroit,ATM,27.0,Remaja,32.0,1.0,5113.438123505977,3,0
121.82000000000001,Debit,Dallas,Online,60.0,Dewasa,119.0,1.0,5113.438123505977,2,3
56.12,Debit,El Paso,ATM,30.0,Dewasa,102.0,1.0,8839.67,3,0
424.7,Credit,Miami,Online,56.0,Paruh Baya,178.0,1.0,6239.89,2,1
35.16,Debit,Chicago,Branch,32.0,Lansia,130.0,1.0,5113.438123505977,3,3
35.73,Debit,Miami,Branch,65.0,Dewasa,87.0,1.0,9073.17,1,1
3.44,Debit,Fort Worth,ATM,78.0,Paruh Baya,107.99999999999999,1.0,7561.33,1,0
139.03,Credit,Los Angeles,Online,50.0,Lansia,81.0,1.0,2276.57,2,0
254.92,Credit,San Antonio,ATM,28.0,Lansia,169.0,1.0,2791.12,3,2
115.11,Debit,Albuquerque,Online,28.0,Lansia,139.0,1.0,9808.97,3,3
171.11,Debit,San Francisco,ATM,57.0,Paruh Baya,171.0,1.0,6324.09,2,2
168.54,Debit,Oklahoma City,ATM,70.0,Dewasa,142.0,2.0,13406.0,1,1
420.76,Debit,Miami,Branch,51.0,Paruh Baya,119.42293906810038,1.0,6581.55,2,1
408.46,Debit,Raleigh,Branch,64.0,Paruh Baya,28.0,1.0,3140.79,2,2
1162.42,Credit,Detroit,Online,30.0,Dewasa,45.0,1.0,10357.26,3,0
342.17,Credit,New York,Branch,21.0,Remaja,247.0,1.0,461.83,3,1
580.71,Debit,Philadelphia,ATM,53.0,Lansia,95.0,1.0,5670.0,2,1
821.54,Credit,Atlanta,Branch,79.0,Paruh Baya,36.0,1.0,4040.3199999999997,1,3
253.47,Debit,Atlanta,Branch,20.0,Remaja,238.0,1.0,220.51,3,3
22.81,Debit,New York,Online,62.0,Paruh Baya,75.0,1.0,3634.76,2,1
266.57,Credit,Boston,Online,39.0,Lansia,96.0,1.0,7180.48,0,3
374.61,Credit,Mesa,Online,75.0,Paruh Baya,37.0,1.0,1389.71,1,1
339.35,Credit,Boston,ATM,78.0,Paruh Baya,70.0,1.0,5002.7,1,3
810.36,Debit,Columbus,ATM,20.0,Remaja,67.0,1.0,9239.12,3,3
9.83,Debit,Memphis,ATM,24.0,Remaja,86.0,1.0,666.42,3,1
135.57,Credit,Boston,Branch,51.0,Dewasa,116.00000000000001,1.0,11351.64,2,3
340.05,Debit,Detroit,ATM,43.0,Lansia,37.0,1.0,7234.15,0,0
283.45,Debit,Colorado Springs,Branch,27.0,Lansia,127.0,1.0,2049.51,3,3
100.99,Debit,New York,ATM,68.0,Dewasa,114.0,1.0,8865.27,1,1
90.88,Debit,Albuquerque,Branch,18.0,Remaja,176.0,1.0,3908.4700000000003,4,3
655.15,Debit,Seattle,ATM,26.0,Lansia,264.0,1.0,5587.44,3,2
320.55,Debit,Milwaukee,Online,50.0,Lansia,118.0,1.0,438.75,2,1
41.51,Debit,Phoenix,Online,28.0,Remaja,48.0,1.0,609.5999999999999,3,1
71.53,Credit,Jacksonville,Branch,68.0,Paruh Baya,39.0,1.0,2393.73,1,0
467.13,Credit,Kansas City,Branch,54.0,Paruh Baya,45.0,1.0,3914.84,2,0
235.4,Debit,Detroit,Branch,28.0,Remaja,70.0,1.0,818.3599999999999,3,0
159.32,Debit,Seattle,Branch,18.0,Remaja,100.00000000000001,1.0,304.44,4,2
50.83,Credit,Philadelphia,Online,30.0,Dewasa,48.0,1.0,9553.42,3,1
56.89,Credit,Houston,Branch,59.0,Lansia,56.0,1.0,3034.67,2,0
